doc_id,segment_id,marker,count,word_count,prevalence
anders_breivik_-_2083_manifesto_-_2011,1,purify,23,802073,0.02867569410764357
Atlantic-Charter,1,purify,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,purify,0,16984,0
cho_manifesto_1.1,1,purify,0,2203,0
Communist Manifesto,1,purify,0,39076,0
DefeatingEurabia1,1,purify,0,135135,0
Earnest-Manifesto-042719,1,purify,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,purify,0,3387,0
Full_text_I_Have_a_Dream_,1,purify,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,purify,0,273713,0
Imperium - Yockey,1,purify,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,purify,0,157287,0
milestones-f1,1,purify,3,68527,0.04377836473214937
patrick_crusius_-_the_inconvenient_truth_about_me,1,purify,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,purify,1,929691,0.0010756262026845478
PortHuronStatement,1,purify,0,8807,0
Revolt Against The Modern World - Julius Evola,1,purify,5,200238,0.024970285360421098
rodger_manifesto,1,purify,2,109566,0.018253837869412044
roofmanifesto,1,purify,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,purify,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,purify,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,purify,7,122093,0.05733334425397034
the state and revolution - lenin,1,purify,0,40117,0
the urban guerilla concept,1,purify,0,9698,0
universal declaration of human rights,1,purify,0,1784,0
velayat_faqeeh - Khomeini,1,purify,2,62541,0.031979021761724305
what is to be done - lenin,1,purify,0,67459,0
1160_KennedyIchbin,1,brutal steps should have been used,0,691,0
142Thunberg,1,brutal steps should have been used,0,785,0
1945 Labour Party Manifesto -,1,brutal steps should have been used,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,brutal steps should have been used,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,brutal steps should have been used,0,802073,0
Atlantic-Charter,1,brutal steps should have been used,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,brutal steps should have been used,0,16984,0
cho_manifesto_1.1,1,brutal steps should have been used,0,2203,0
Communist Manifesto,1,brutal steps should have been used,0,39076,0
DefeatingEurabia1,1,brutal steps should have been used,0,135135,0
Earnest-Manifesto-042719,1,brutal steps should have been used,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,brutal steps should have been used,0,3387,0
Full_text_I_Have_a_Dream_,1,brutal steps should have been used,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,brutal steps should have been used,0,273713,0
Imperium - Yockey,1,brutal steps should have been used,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,brutal steps should have been used,0,157287,0
milestones-f1,1,brutal steps should have been used,0,68527,0
patrick_crusius_-_the_inconvenient_truth_about_me,1,brutal steps should have been used,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,brutal steps should have been used,0,929691,0
PortHuronStatement,1,brutal steps should have been used,0,8807,0
Revolt Against The Modern World - Julius Evola,1,brutal steps should have been used,0,200238,0
rodger_manifesto,1,brutal steps should have been used,0,109566,0
roofmanifesto,1,brutal steps should have been used,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,brutal steps should have been used,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,brutal steps should have been used,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,brutal steps should have been used,0,122093,0
the state and revolution - lenin,1,brutal steps should have been used,0,40117,0
the urban guerilla concept,1,brutal steps should have been used,0,9698,0
universal declaration of human rights,1,brutal steps should have been used,0,1784,0
velayat_faqeeh - Khomeini,1,brutal steps should have been used,0,62541,0
what is to be done - lenin,1,brutal steps should have been used,0,67459,0
1160_KennedyIchbin,1,need for jihaad,0,691,0
142Thunberg,1,need for jihaad,0,785,0
1945 Labour Party Manifesto -,1,need for jihaad,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,need for jihaad,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,need for jihaad,0,802073,0
Atlantic-Charter,1,need for jihaad,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,need for jihaad,0,16984,0
cho_manifesto_1.1,1,need for jihaad,0,2203,0
Communist Manifesto,1,need for jihaad,0,39076,0
DefeatingEurabia1,1,need for jihaad,0,135135,0
Earnest-Manifesto-042719,1,need for jihaad,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,need for jihaad,0,3387,0
Full_text_I_Have_a_Dream_,1,need for jihaad,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,need for jihaad,0,273713,0
Imperium - Yockey,1,need for jihaad,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,need for jihaad,0,157287,0
milestones-f1,1,need for jihaad,0,68527,0
patrick_crusius_-_the_inconvenient_truth_about_me,1,need for jihaad,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,need for jihaad,0,929691,0
PortHuronStatement,1,need for jihaad,0,8807,0
Revolt Against The Modern World - Julius Evola,1,need for jihaad,0,200238,0
rodger_manifesto,1,need for jihaad,0,109566,0
roofmanifesto,1,need for jihaad,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,need for jihaad,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,need for jihaad,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,need for jihaad,0,122093,0
the state and revolution - lenin,1,need for jihaad,0,40117,0
the urban guerilla concept,1,need for jihaad,0,9698,0
universal declaration of human rights,1,need for jihaad,0,1784,0
velayat_faqeeh - Khomeini,1,need for jihaad,0,62541,0
what is to be done - lenin,1,need for jihaad,0,67459,0
1160_KennedyIchbin,1,reasons for jihaad,0,691,0
142Thunberg,1,reasons for jihaad,0,785,0
1945 Labour Party Manifesto -,1,reasons for jihaad,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,reasons for jihaad,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,reasons for jihaad,0,802073,0
Atlantic-Charter,1,reasons for jihaad,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,reasons for jihaad,0,16984,0
cho_manifesto_1.1,1,reasons for jihaad,0,2203,0
Communist Manifesto,1,reasons for jihaad,0,39076,0
DefeatingEurabia1,1,reasons for jihaad,0,135135,0
Earnest-Manifesto-042719,1,reasons for jihaad,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,reasons for jihaad,0,3387,0
Full_text_I_Have_a_Dream_,1,reasons for jihaad,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,reasons for jihaad,0,273713,0
Imperium - Yockey,1,reasons for jihaad,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,reasons for jihaad,0,157287,0
milestones-f1,1,reasons for jihaad,0,68527,0
patrick_crusius_-_the_inconvenient_truth_about_me,1,reasons for jihaad,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,reasons for jihaad,0,929691,0
PortHuronStatement,1,reasons for jihaad,0,8807,0
Revolt Against The Modern World - Julius Evola,1,reasons for jihaad,0,200238,0
rodger_manifesto,1,reasons for jihaad,0,109566,0
roofmanifesto,1,reasons for jihaad,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,reasons for jihaad,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,reasons for jihaad,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,reasons for jihaad,0,122093,0
the state and revolution - lenin,1,reasons for jihaad,0,40117,0
the urban guerilla concept,1,reasons for jihaad,0,9698,0
universal declaration of human rights,1,reasons for jihaad,0,1784,0
velayat_faqeeh - Khomeini,1,reasons for jihaad,0,62541,0
what is to be done - lenin,1,reasons for jihaad,0,67459,0
1160_KennedyIchbin,1,need for war,0,691,0
142Thunberg,1,need for war,0,785,0
1945 Labour Party Manifesto -,1,need for war,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,need for war,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,need for war,0,802073,0
Atlantic-Charter,1,need for war,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,need for war,0,16984,0
cho_manifesto_1.1,1,need for war,0,2203,0
Communist Manifesto,1,need for war,0,39076,0
DefeatingEurabia1,1,need for war,0,135135,0
Earnest-Manifesto-042719,1,need for war,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,need for war,0,3387,0
Full_text_I_Have_a_Dream_,1,need for war,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,need for war,0,273713,0
Imperium - Yockey,1,need for war,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,need for war,0,157287,0
milestones-f1,1,need for war,0,68527,0
patrick_crusius_-_the_inconvenient_truth_about_me,1,need for war,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,need for war,0,929691,0
PortHuronStatement,1,need for war,0,8807,0
Revolt Against The Modern World - Julius Evola,1,need for war,0,200238,0
rodger_manifesto,1,need for war,0,109566,0
roofmanifesto,1,need for war,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,need for war,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,need for war,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,need for war,0,122093,0
the state and revolution - lenin,1,need for war,0,40117,0
the urban guerilla concept,1,need for war,0,9698,0
universal declaration of human rights,1,need for war,0,1784,0
velayat_faqeeh - Khomeini,1,need for war,0,62541,0
what is to be done - lenin,1,need for war,0,67459,0
1160_KennedyIchbin,1,the struggle is imposed upon,0,691,0
142Thunberg,1,the struggle is imposed upon,0,785,0
1945 Labour Party Manifesto -,1,the struggle is imposed upon,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,the struggle is imposed upon,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,the struggle is imposed upon,0,802073,0
Atlantic-Charter,1,the struggle is imposed upon,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,the struggle is imposed upon,0,16984,0
cho_manifesto_1.1,1,the struggle is imposed upon,0,2203,0
Communist Manifesto,1,the struggle is imposed upon,0,39076,0
DefeatingEurabia1,1,the struggle is imposed upon,0,135135,0
Earnest-Manifesto-042719,1,the struggle is imposed upon,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,the struggle is imposed upon,0,3387,0
Full_text_I_Have_a_Dream_,1,the struggle is imposed upon,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,the struggle is imposed upon,0,273713,0
Imperium - Yockey,1,the struggle is imposed upon,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,the struggle is imposed upon,0,157287,0
milestones-f1,1,the struggle is imposed upon,1,68527,0.01459278824404979
patrick_crusius_-_the_inconvenient_truth_about_me,1,the struggle is imposed upon,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,the struggle is imposed upon,0,929691,0
PortHuronStatement,1,the struggle is imposed upon,0,8807,0
Revolt Against The Modern World - Julius Evola,1,the struggle is imposed upon,0,200238,0
rodger_manifesto,1,the struggle is imposed upon,0,109566,0
roofmanifesto,1,the struggle is imposed upon,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,the struggle is imposed upon,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,the struggle is imposed upon,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,the struggle is imposed upon,0,122093,0
the state and revolution - lenin,1,the struggle is imposed upon,0,40117,0
the urban guerilla concept,1,the struggle is imposed upon,0,9698,0
universal declaration of human rights,1,the struggle is imposed upon,0,1784,0
velayat_faqeeh - Khomeini,1,the struggle is imposed upon,0,62541,0
what is to be done - lenin,1,the struggle is imposed upon,0,67459,0
1160_KennedyIchbin,1,natural struggle,0,691,0
142Thunberg,1,natural struggle,0,785,0
1945 Labour Party Manifesto -,1,natural struggle,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,natural struggle,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,natural struggle,0,802073,0
Atlantic-Charter,1,natural struggle,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,natural struggle,0,16984,0
cho_manifesto_1.1,1,natural struggle,0,2203,0
Communist Manifesto,1,natural struggle,0,39076,0
DefeatingEurabia1,1,natural struggle,0,135135,0
Earnest-Manifesto-042719,1,natural struggle,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,natural struggle,0,3387,0
Full_text_I_Have_a_Dream_,1,natural struggle,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,natural struggle,1,273713,0.0036534618377643737
Imperium - Yockey,1,natural struggle,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,natural struggle,0,157287,0
milestones-f1,1,natural struggle,1,68527,0.01459278824404979
patrick_crusius_-_the_inconvenient_truth_about_me,1,natural struggle,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,natural struggle,0,929691,0
PortHuronStatement,1,natural struggle,0,8807,0
Revolt Against The Modern World - Julius Evola,1,natural struggle,0,200238,0
rodger_manifesto,1,natural struggle,0,109566,0
roofmanifesto,1,natural struggle,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,natural struggle,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,natural struggle,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,natural struggle,0,122093,0
the state and revolution - lenin,1,natural struggle,0,40117,0
the urban guerilla concept,1,natural struggle,0,9698,0
universal declaration of human rights,1,natural struggle,0,1784,0
velayat_faqeeh - Khomeini,1,natural struggle,0,62541,0
what is to be done - lenin,1,natural struggle,0,67459,0
1160_KennedyIchbin,1,cannot coexist,0,691,0
142Thunberg,1,cannot coexist,0,785,0
1945 Labour Party Manifesto -,1,cannot coexist,0,5134,0
1949_simone-de-beauvoir-the-second-sex,1,cannot coexist,0,351507,0
anders_breivik_-_2083_manifesto_-_2011,1,cannot coexist,1,802073,0.0012467693090279814
Atlantic-Charter,1,cannot coexist,0,1037,0
brenton-tarrant-the-great-replacement-manifesto,1,cannot coexist,0,16984,0
cho_manifesto_1.1,1,cannot coexist,0,2203,0
Communist Manifesto,1,cannot coexist,0,39076,0
DefeatingEurabia1,1,cannot coexist,0,135135,0
Earnest-Manifesto-042719,1,cannot coexist,0,4430,0
"Four Freedoms Speech, Franklin Delano Roosevelt (1)",1,cannot coexist,0,3387,0
Full_text_I_Have_a_Dream_,1,cannot coexist,0,1695,0
Hitler_Adolf_-_Mein_Kampf,1,cannot coexist,0,273713,0
Imperium - Yockey,1,cannot coexist,0,185034,0
"Maududi, Sayyid Abul A'la - Al Jihad Fil Islam by Syed Abul Aala Maududi",1,cannot coexist,1,157287,0.006357804522942137
milestones-f1,1,cannot coexist,0,68527,0
patrick_crusius_-_the_inconvenient_truth_about_me,1,cannot coexist,0,2422,0
"Pierce, William L. - FREE SPEECH ESSAYS 1995-2002",1,cannot coexist,0,929691,0
PortHuronStatement,1,cannot coexist,0,8807,0
Revolt Against The Modern World - Julius Evola,1,cannot coexist,1,200238,0.00499405707208422
rodger_manifesto,1,cannot coexist,0,109566,0
roofmanifesto,1,cannot coexist,0,2460,0
"Russian Imperial Manifesto, Announcing the Start of War in August 1914",1,cannot coexist,0,447,0
ted-kaczynski-industrial-society-and-its-future-copy-sent-to-the-post,1,cannot coexist,0,35677,0
the-lawful-and-the-prohibited-in-islam_text,1,cannot coexist,0,122093,0
the state and revolution - lenin,1,cannot coexist,0,40117,0
the urban guerilla concept,1,cannot coexist,0,9698,0
universal declaration of human rights,1,cannot coexist,0,1784,0
velayat_faqeeh - Khomeini,1,cannot coexist,0,62541,0
what is to be done - lenin,1,cannot coexist,0,67459,0
